500
3994
-3,0067
-1,18061
0,100335
1,31773
3,07359
3,97995
4,63882
5,77595
6,64552
7,29435
8,22412
9,27764
9,82614
10,495
11,7225
12,4482
13,0703
14,077
15,0636
15,7559
16,7961
18,0837
18,7559
19,5419
20,572
20,8262
20,5586
20,2576
19,6355
17,8964
16,4115
14,5887
12,2476
9,84286
8,13716
5,72578
3,47159
1,90302
0,197325
-1,64549
-2,71239
-3,50838
-4,26089
-4,61875
-4,18062
-3,79266
-3,1639
-2,12376
-0,943149
-0,337794
0,541809
1,28763
1,43479
1,03679
1,10034
0,491641
-0,344483
-0,682278
-0,759201
-1,44148
-1,10703
-0,414718
0,103679
0,996661
2,77928
4,37795
5,70237
7,42479
9,09704
10,097
11,271
12,1338
11,9766
11,7225
11,6188
10,776
9,84286
9,47496
9,07697
8,46493
8,57195
9,07697
9,67898
10,0034
11,0368
11,2409
11,0402
11,0569
10,8529
9,63216
8,70907
8,24753
7,13716
6,1104
5,87294
5,18397
4,39133
4,11373
3,74918
2,87627
2,47493
2,32108
1,98329
1,38128
1,92309
2,38128
2,60871
3,42142
4,05688
4,12711
4,36457
4,32778
3,48162
2,36456
1,60201
0,060201
-1,49834
-2,28764
-3,22744
-4,5619
-5,32444
-5,64551
-6,59535
-7,64887
-8,24419
-9,62881
-11,2643
-12,4348
-13,5185
-15,2476
-15,9566
-16,174
-16,2877
-15,9432
-14,5185
-13,3479
-11,8228
-9,70573
-7,26759
-5,31106
-2,87292
0,227426
2,82276
5,72244
9,01342
11,6991
14,3646
17,1105
19,3279
20,5519
21,8128
22,3145
22,2242
21,7125
21,5486
20,4382
19,2376
18,4951
17,4717
15,7058
14,1874
12,5385
10,0703
7,16057
4,26758
0,56522
-3,15721
-6,74251
-9,94319
-13,1338
-15,0068
-15,8395
-15,9934
-14,7793
-12,1673
-9,22747
-5,84953
-1,56857
2,82276
5,9599
9,25423
11,8562
13,5285
14,6991
15,8496
15,9566
16,1305
16,7091
17,6556
18,1707
19,2643
20,7927
21,9566
23,1306
24,6088
24,9767
24,95
24,9734
24,4048
22,9332
21,5419
19,7894
17,6188
15,2074
13,0904
10,679
8,13716
6,30438
4,52845
2,8261
2,14717
2,08028
2,32777
3,02008
4,64551
5,82612
6,90973
8,06024
8,84285
8,26091
7,57529
6,4114
4,34116
2,2174
0,692311
-0,996661
-2,56857
-2,68898
-2,23747
-1,62543
0,0769235
2,43145
4,41808
6,66893
9,29102
10,9465
12,2041
13,2375
14,0569
13,7626
13,5519
13,1907
12,1439
10,9733
10,3211
8,89302
7,3579
5,96993
4,49501
2,24081
0,464885
-1,37124
-3,65888
-6,0502
-7,65556
-9,70908
-11,8562
-13,368
-14,6021
-16,2242
-16,9299
-17,1941
-17,2743
-17,0068
-15,5553
-13,9499
-11,9399
-9,09704
-6,00672
-3,6455
-0,655522
2,10034
3,78932
4,9532
6,09368
6,17394
5,47829
5,11708
4,53514
3,5853
3,25085
3,0067
2,86624
2,93313
3,5853
3,82611
3,92979
4,5318
4,87293
4,85621
5,52511
6,42144
6,90304
7,82613
9,62547
10,9231
11,9733
13,2409
14,1907
14,0068
13,7124
13,0469
11,5218
9,36125
7,76258
5,15387
2,87961
1,16389
-0,33445
-2,07359
-2,68229
-2,72911
-2,80269
-2,37459
-0,775924
0,183947
1,25084
2,63546
3,74584
3,96323
3,90972
3,3144
1,77258
-0,418062
-2,41473
-5,00671
-7,63883
-9,33449
-10,4482
-11,5251
-11,1472
-9,82948
-8,50506
-6,94987
-4,75922
-3,11707
-2,07693
-1,01673
-0,474919
-0,822747
-0,939804
-0,913048
-1,24415
-0,889637
0,170569
1,22743
2,59868
4,83614
7,08699
8,83951
11,077
13,1639
14,2676
15,1506
16,2275
16,3446
15,5385
15,0536
14,3211
12,7626
11,5285
10,6121
9,27764
8,1773
8,25757
7,91643
8,02011
9,07362
10,4047
11,3211
12,8596
14,7492
15,8228
16,5252
17,3981
17,1807
16,0904
14,8061
12,8395
9,90306
7,12713
4,51842
1,71573
-0,662211
-1,78596
-2,86289
-3,06356
-2,28429
-1,28429
-0,421407
0,806024
1,9465
2,15051
1,50837
1,08027
-0,63211
-3,0368
-5,27762
-7,49502
-10,0134
-11,9432
-13,0369
-13,99
-14,3613
-13,6322
-13,0335
-12,378
-10,9967
-9,68567
-9,06359
-8,03683
-7,07696
-6,79937
-6,8696
-6,15388
-6,58197
-7,25422
-7,42479
-7,95656
-9,03683
-9,60874
-9,86627
-10,271
-10,1104
-9,11376
-8,06359
-6,65221
-4,6221
-2,35787
-0,658866
1,30101
2,97326
3,86624
4,26089
4,46491
3,89969
2,86958
2,12041
1,89968
1,11037
0,80268
1,2776
1,69901
2,21406
3,52176
4,21072
4,78598
5,66224
6,45823
6,59201
7,10037
8,05355
8,39804
9,19403
10,8094
11,7292
12,9566
14,3011
15,6255
16,1238
16,8061
17,261
16,96
16,3579
16,1506
15,5553
14,592
14,2777
13,7927
13,271
13,174
13,5385
13,6155
13,776
14,6088
14,9399
14,9432
15,5385
16,3278
16,378
16,5686
17,3078
17,4449
17,5854
18,281
18,4248
18,465
18,7961
19,358
18,9867
18,97
19,174
18,7727
18,4483
18,261
17,6857
16,669
16,2342
15,6723
14,5787
13,9098
13,5151
12,98
12,368
12,6221
12,4348
12,4282
12,6355
12,9499
12,6121
12,7894
13,0235
12,7292
12,5151
12,4482
12,0067
11,1807
10,7693
10,2877
9,2375
8,44151
7,8696
6,74251
5,64886
4,93982
3,91641
2,39132
1,25419
-0,013378
-2,04014
-3,93313
-5,64886
-7,92981
-10,087
-11,6054
-13,4315
-15,2175
-16,077
-16,5686
-17,4817
-17,97
-17,9198
-18,2844
-18,7426
-18,6322
-18,6891
-18,7927
-18,0235
-16,7125
-15,2208
-12,7994
-9,89637
-6,74585
-3,72912
-0,387962
1,90302
3,06356
3,68564
3,77259
2,20737
0,491641
-1,07358
-3,36457
-5,17394
-5,87294
-6,23414
-6,28431
-5,36458
-3,97326
-3,01005
-1,76924
-0,578598
0,0033445
0,287627
0,83278
0,561876
-0,020067
0,026756
0,204014
-0,197325
-0,020067
0,63211
0,973249
1,17392
2,03346
2,3378
2,20068
2,16723
2,11038
1,42141
0,882948
0,284282
-0,709034
-1,68563
-1,86289
-2,35787
-3,11707
-3,11373
-2,74918
-3,16055
-2,78597
-2,25419
-2,43814
-2,60202
-2,16723
-2,33446
-2,66891
-2,59199
-2,2475
-2,34784
-1,9766
-1,34449
-0,986627
-0,76589
-0,080268
0,0434785
-0,341139
-0,709034
-1,29432
-2,77593
-4,11039
-5,2308
-6,77595
-8,27429
-9,00339
-9,71242
-10,3111
-9,99671
-8,87295
-8,12044
-6,45154
-4,42143
-2,62878
-1,11037
0,806024
1,93981
2,23078
2,46155
2,2776
0,986627
-0,026756
-0,956527
-2,2475
-3,28095
-3,52845
-3,87627
-3,98664
-3,42142
-2,63546
-2,3378
-1,75921
-0,829436
-0,545153
-0,474919
0,103679
0,404684
0,217392
0,648833
1,16054
1,10703
1,4582
2,08697
2,22409
2,32443
3,00336
3,14383
2,77928
3,17058
3,45152
3,09366
3,11373
3,40804
3,32109
3,09366
3,37125
3,47159
2,97995
3,09366
3,11038
2,60536
2,44817
2,38128
2,13713
1,81941
2,01004
1,91974
1,69232
2,07693
2,6756
2,86624
3,6455
4,5619
5,09702
5,61207
6,23749
6,15722
5,74585
5,28765
4,66223
3,34784
2,48831
2,04014
1,3077
1,01338
1,66222
2,29098
3,06022
4,37795
5,74585
6,49836
7,03682
7,61208
7,37796
6,51508
6,13047
4,85956
3,33446
2,20737
1,22743
0,224081
-0,454852
-0,361206
-0,394651
-0,404684
0,344483
0,678933
0,759201
1,06689
1,11372
0,628766
0,214048
-0,294316
-0,759201
-1,23412
-1,16054
-0,993316
-0,558531
0,842814
2,56523
3,77259
5,63214
7,57529
8,67897
9,31443
9,82948
9,44486
8,2977
6,95656
5,5017
3,27761
1,51171
0,006689
-1,6689
-3,14048
-3,83948
-4,71909
-5,70237
-6,37796
-6,75923
-7,66225
-8,19737
-8,23415
-8,54854
-8,86292
-8,30104
-7,90974
-7,83282
-7,17395
-6,47495
-6,37127
-6,30772
-5,89635
-6,16725
-6,55522
-6,39134
-6,56859
-6,90973
-6,33782
-5,54183
-5,03347
-3,97995
-2,51172
-1,24081
-0,100335
1,398
2,40804
2,94316
3,77594
4,19735
4,06357
4,24082
4,63213
4,90972
5,25086
6,34451
7,41475
8,40138
9,99002
11,592
12,669
13,8128
15,1104
15,5653
15,6422
16,0268
15,8563
15,2543
14,9232
15,0803
14,4817
14,5553
15,0302
15,3178
15,6422
16,9967
17,7359
18,2476
19,1573
20,1807
20,5887
20,97
21,3914
21,2309
20,7927
20,4884
19,184
17,5486
15,9566
14,0703
11,4984
9,14386
7,05355
4,63547
2,44817
1,20736
-0,157191
-1,23746
-1,62877
-1,53512
-1,68563
-1,26088
-0,561876
-0,150502
0,0234115
0,665555
1,02676
0,812713
1,06355
1,44482
1,5184
2,09031
3,3445
4,01674
4,92645
6,55187
7,67897
8,19068
8,62212
8,92981
8,25088
7,44485
6,70572
5,5318
4,6221
4,34116
4,17393
3,9833
4,56524
5,43815
5,61207
5,98665
6,20404
5,60872
4,40805
3,43146
2,01004
0,361206
-0,705689
-1,34449
-1,9766
-1,98998
-1,40803
-1,14382
-1,29432
-1,02342
-1,74248
-3,194
-4,80939
-6,66893
-9,53182
-11,8362
-13,388
-14,8763
-15,9232
-15,5419
-14,7559
-13,7927
-11,9399
-9,63216
-8,01007
-6,16057
-4,32778
-3,22744
-2,56523
-1,58864
-1,1271
-1,00669
-0,448163
0,307694
0,715723
1,49499
2,71573
3,60871
4,09701
4,93648
5,12712
4,71574
4,09367
3,35453
1,8863
0,341139
-0,715723
-2,16389
-3,32778
-3,77928
-4,14383
-4,52176
-4,1037
-3,30771
-2,96323
-2,2776
-1,13378
-0,361206
0,327761
1,68897
2,75587
3,57192
4,81273
6,3512
7,25087
8,51175
9,99671
11,0569
11,893
13,2275
14,2442
14,9098
16,0101
17,184
17,8262
18,6389
19,7192
20,2677
20,3379
20,5553
20,1707
19,0135
17,659
16,271
13,9967
11,6455
9,56861
7,24753
4,96658
3,48162
1,98663
0,558531
-0,117057
-0,257526
-0,655522
-0,622077
-0,150502
0,0501675
0,0167225
0,391306
0,478263
0,0100335
-0,173914
-0,214048
-0,80268
-1,17057
-1,03011
-1,04014
-1,14047
-0,49833
-0,006689
0,314383
0,909704
1,68228
1,8562
2,18061
2,75587
2,89634
2,66222
2,93981
2,9766
2,56857
2,42811
2,63881
2,23412
1,98329
2,08028
2,04014
1,95319
2,46824
2,85286
2,92309
3,46156
4,24751
4,51507
4,70905
5,09702
5,09702
4,57193
4,25755
3,51841
2,28095
1,26088
0,344483
-1,06021
-2,27426
-3,07025
-4,0736
-5,08029
-5,48832
-5,99
-6,76926
-7,00004
-7,07696
-7,38465
-7,57194
-7,2977
-7,15054
-7,19067
-6,69903
-6,42478
-6,49167
-6,21408
-5,56525
-5,31441
-4,89969
-3,893
-2,86958
-1,796
0,127091
1,97325
3,50169
5,25086
7,0502
7,92312
8,31777
8,41476
7,61877
5,98331
4,23748
1,87292
-0,953182
-3,50503
-5,70906
-8,02011
-9,73583
-10,6857
-11,3914
-11,8094
-11,3111
-10,7927
-10,2944
-9,50172
-8,1773
-7,37127
-6,50839
-5,26424
-4,41139
-3,63213
-2,33446
-1,29432
-0,588632
0,411373
1,61539
2,33446
3,11038
4,20738
4,86625
5,16391
5,91642
6,27762
6,25421
6,44485
6,79602
6,73248
6,75589
7,26759
7,6288
7,75924
8,4783
8,9666
9,19403
9,73249
10,291
10,3312
10,3713
10,7358
10,6322
10,2442
10,3512
9,99002
9,20406
8,77931
8,60539
7,88298
7,40137
7,31107
6,98666
6,52846
6,60873
6,45488
5,85956
5,51508
5,25421
4,3746
3,62209
3,30436
2,75587
2,25754
2,46824
2,73914
2,99333
3,75587
4,93314
5,42143
5,96993
6,90973
7,19402
7,13382
7,4783
7,47495
7,34786
7,76927
8,8161
9,75925
11,3077
13,582
15,7459
17,883
20,3245
22,2543
23,1908
23,756
24,0068
22,9299
21,4951
20,1004
18,261
16,2911
15,1573
14,3345
13,6757
13,8964
14,8262
15,6088
16,6155
17,9098
18,6422
18,7426
18,9365
18,4182
17,0603
15,9499
14,9834
13,4449
12,3412
11,8061
11,2509
10,8596
11,174
11,4716
11,291
11,3512
11,5385
11,0168
10,4281
10,1004
9,50841
8,55857
8,34118
8,0569
7,45489
7,45823
7,79937
7,71241
7,8696
8,3278
8,55857
8,24753
8,43817
8,35121
7,78934
7,39469
7,38465
6,88967
6,63883
7,06358
7,34117
7,51174
8,39804
9,14386
9,49169
9,87296
10,3245
10,1171
9,68567
9,39135
8,75924
7,76258
7,46826
7,02679
6,31776
6,23749
6,48164
6,23414
6,01675
6,14719
5,91307
5,41809
5,33782
5,09367
4,53848
4,49835
4,82277
5,02344
5,44819
6,31107
6,82947
6,9298
7,30438
7,31442
6,60204
5,94986
5,42812
4,17393
3,12711
2,59533
1,92643
1,15051
0,896326
0,862881
0,384617
0,290971
0,642144
0,508364
0,518397
1,14716
1,49499
1,71238
2,47827
2,96991
2,89299
3,18062
3,45487
3,06022
2,54182
